PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31647730","Developing the advanced nurse practitioner role in a memory service","Clibbens R, Depledge A, Hemingway S.","Br J Nurs. 2019 Oct 24;28(19):1151-1155. doi: 10.12968/bjon.2019.28.19.1151.","Clibbens R","Br J Nurs","2019","2019/10/25","","","10.12968/bjon.2019.28.19.1151"
"31732582","Transitions of care in the perioperative period - a review","Bougeard AM, Watkins B.","Clin Med (Lond). 2019 Nov;19(6):446-449. doi: 10.7861/clinmed.2019.0235.","Bougeard AM","Clin Med (Lond)","2019","2019/11/17","PMC6899237","","10.7861/clinmed.2019.0235"
"31656567","Recent advances in monoclonal antibody therapy in IBD: practical issues","Tamilarasan AG, Cunningham G, Irving PM, Samaan MA.","Frontline Gastroenterol. 2019 Oct;10(4):409-416. doi: 10.1136/flgastro-2018-101054. Epub 2019 Jan 18.","Tamilarasan AG","Frontline Gastroenterol","2019","2019/10/29","PMC6788124","","10.1136/flgastro-2018-101054"
"31621899","Distinguishing ataxia from developmental coordination disorder","Baxter P.","Dev Med Child Neurol. 2020 Jan;62(1):11. doi: 10.1111/dmcn.14376. Epub 2019 Oct 17.","Baxter P","Dev Med Child Neurol","2020","2019/10/18","","","10.1111/dmcn.14376"
"31131639","Paediatric brain abscesses: a single centre experience","Hall S, Yadu S, Gaastra B, Mathad N, Sparrow O, Waters R, Chakraborty A, Tsitouras V.","Br J Neurosurg. 2019 Oct;33(5):550-554. doi: 10.1080/02688697.2019.1587381. Epub 2019 May 26.","Hall S","Br J Neurosurg","2019","2019/05/28","","","10.1080/02688697.2019.1587381"
"31872436","Markers of perinatal hypoxia-ischaemia and neurological injury: assessing the impact of insult duration","Baxter P.","Dev Med Child Neurol. 2020 May;62(5):563-568. doi: 10.1111/dmcn.14421. Epub 2019 Dec 23.","Baxter P","Dev Med Child Neurol","2020","2019/12/25","","","10.1111/dmcn.14421"
"29961876","Risk of acute kidney injury following community prescription of antibiotics: self-controlled case series","Rennie TJW, De Souza N, Donnan PT, Marwick CA, Davey P, Dreischulte T, Bell S.","Nephrol Dial Transplant. 2019 Nov 1;34(11):1910-1916. doi: 10.1093/ndt/gfy187.","Rennie TJW","Nephrol Dial Transplant","2019","2018/07/03","","","10.1093/ndt/gfy187"
"31486184","A mixed-methods exploration of non-attendance at diabetes appointments using peer researchers","Eades C, Alexander H.","Health Expect. 2019 Dec;22(6):1260-1271. doi: 10.1111/hex.12959. Epub 2019 Sep 5.","Eades C","Health Expect","2019","2019/09/06","PMC6882258","","10.1111/hex.12959"
"31758666","Violent outcomes in first-episode psychosis: A clinical cohort study","Whiting D, Lennox BR, Fazel S.","Early Interv Psychiatry. 2020 Jun;14(3):379-382. doi: 10.1111/eip.12901. Epub 2019 Nov 22.","Whiting D","Early Interv Psychiatry","2020","2019/11/24","PMC7237238","EMS85710","10.1111/eip.12901"
"30871849","Melanotic neuroectodermal tumour of infancy: Refining the surgical approach","Rickart AJ, Drummond-Hay V, Suchak A, Sadiq Z, Sebire NJ, Slater O, Mills C.","Int J Oral Maxillofac Surg. 2019 Oct;48(10):1307-1312. doi: 10.1016/j.ijom.2019.02.011. Epub 2019 Mar 11.","Rickart AJ","Int J Oral Maxillofac Surg","2019","2019/03/16","","","10.1016/j.ijom.2019.02.011"
"31749375","Disordered eating behaviours, body image and social networking in a type 1 diabetes population","Verbist IL, Condon L.","J Health Psychol. 2021 Sep;26(11):1791-1802. doi: 10.1177/1359105319888262. Epub 2019 Nov 21.","Verbist IL","J Health Psychol","2021","2019/11/22","","","10.1177/1359105319888262"
"33456863","Iron homeostasis and perioperative management of iron deficiency","Cleland SR, Thomas W.","BJA Educ. 2019 Dec;19(12):390-397. doi: 10.1016/j.bjae.2019.09.003. Epub 2019 Oct 24.","Cleland SR","BJA Educ","2019","2021/01/18","PMC7807971","","10.1016/j.bjae.2019.09.003"
"31813290","Treatment of submacular hemorrhage with tissue plasminogen activator and pneumatic displacement in age-related macular degeneration","Sniatecki JJ, Ho-Yen G, Clarke B, Barbara R, Lash S, Papathomas T, Antonakis S, Gupta B.","Eur J Ophthalmol. 2021 Mar;31(2):643-648. doi: 10.1177/1120672119891625. Epub 2019 Dec 9.","Sniatecki JJ","Eur J Ophthalmol","2021","2019/12/10","","","10.1177/1120672119891625"
"31909396","Management of spontaneous and iatrogenic perforations, leaks and fistulae of the upper gastrointestinal tract","Al-Asiry J, Lord R, Mohammed N.","Ther Adv Gastrointest Endosc. 2019 Dec 26;12:2631774519895845. doi: 10.1177/2631774519895845. eCollection 2019 Jan-Dec.","Al-Asiry J","Ther Adv Gastrointest Endosc","2019","2020/01/08","PMC6935768","","10.1177/2631774519895845"
"31707888","What are non-epileptic seizures, and why do people have them?","Grünewald R.","Br J Hosp Med (Lond). 2019 Nov 2;80(11):652-657. doi: 10.12968/hmed.2019.80.11.652.","Grünewald R","Br J Hosp Med (Lond)","2019","2019/11/12","","","10.12968/hmed.2019.80.11.652"
"31776451","Proliferative vitreoretinopathy: revised concepts of pathogenesis and adjunctive treatment","Charteris DG.","Eye (Lond). 2020 Feb;34(2):241-245. doi: 10.1038/s41433-019-0699-1. Epub 2019 Nov 27.","Charteris DG","Eye (Lond)","2020","2019/11/29","PMC7002479","","10.1038/s41433-019-0699-1"
"31754976","The evidence base for pilonidal sinus surgery is the pits","Brown SR, Lund JN.","Tech Coloproctol. 2019 Dec;23(12):1173-1175. doi: 10.1007/s10151-019-02116-5. Epub 2019 Nov 21.","Brown SR","Tech Coloproctol","2019","2019/11/23","PMC6890656","","10.1007/s10151-019-02116-5"
"31828984","Why undertake a clinical academic internship? A novice researcher's reflection","Long T.","Nurse Res. 2019 Dec 16;27(4):36-41. doi: 10.7748/nr.2019.e1664. Epub 2019 Oct 9.","Long T","Nurse Res","2019","2019/12/13","","","10.7748/nr.2019.e1664"
"31708350","Single-Dose Focal Salvage High Dose Rate Brachytherapy for Locally Recurrent Prostate Cancer","Chitmanee P, Tsang Y, Tharmalingam H, Hamada M, Alonzi R, Ostler P, Hughes R, Lowe G, Hoskin P.","Clin Oncol (R Coll Radiol). 2020 Apr;32(4):259-265. doi: 10.1016/j.clon.2019.10.008. Epub 2019 Nov 7.","Chitmanee P","Clin Oncol (R Coll Radiol)","2020","2019/11/12","","","10.1016/j.clon.2019.10.008"
"31777240","Supporting staff who are second victims after adverse healthcare events","Elizabeth Marran J.","Nurs Manag (Harrow). 2019 Dec 2;26(6):36-43. doi: 10.7748/nm.2019.e1872. Epub 2019 Nov 22.","Elizabeth Marran J","Nurs Manag (Harrow)","2019","2019/11/29","","","10.7748/nm.2019.e1872"
"31863046","10 year comparison of glass ionomer and composite resin restoration materials in class 1 and 2 cavities","Hutchison C, Cave V.","Evid Based Dent. 2019 Dec;20(4):113-114. doi: 10.1038/s41432-019-0059-9.","Hutchison C","Evid Based Dent","2019","2019/12/22","","","10.1038/s41432-019-0059-9"
"31589516","Haemostatic radiotherapy for bleeding cancers of the upper gastrointestinal tract","Hughes C, Radhakrishna G.","Br J Hosp Med (Lond). 2019 Oct 2;80(10):579-583. doi: 10.12968/hmed.2019.80.10.579.","Hughes C","Br J Hosp Med (Lond)","2019","2019/10/08","","","10.12968/hmed.2019.80.10.579"
"31689270","What information and resources do carers require pre and post bereavement in the acute hospital setting? A rapid review","Jackson B, McPeake J, Johnston B.","Curr Opin Support Palliat Care. 2019 Dec;13(4):328-336. doi: 10.1097/SPC.0000000000000462.","Jackson B","Curr Opin Support Palliat Care","2019","2019/11/06","","","10.1097/SPC.0000000000000462"
"31612664","Screening for sepsis: SIRS or qSOFA? A literature review","Feist B.","Emerg Nurse. 2019 Nov 5;27(6):13-18. doi: 10.7748/en.2019.e1939. Epub 2019 Sep 28.","Feist B","Emerg Nurse","2019","2019/10/16","","","10.7748/en.2019.e1939"
"31597064","Intermittent catheterisation: challenges when children move to adult services","Holroyd S.","Br J Nurs. 2019 Oct 10;28(18):S20-S22. doi: 10.12968/bjon.2019.28.18.S20.","Holroyd S","Br J Nurs","2019","2019/10/10","","","10.12968/bjon.2019.28.18.S20"
"31642355","Young people's beliefs about psychological therapy for psychosis: a Q-Methodological study","Holding JC, Haddock G, Gregg L.","J Ment Health. 2020 Aug;29(4):446-454. doi: 10.1080/09638237.2019.1677869. Epub 2019 Oct 23.","Holding JC","J Ment Health","2020","2019/10/24","","","10.1080/09638237.2019.1677869"
"31296456","Quality Assurance Peer Review for Radiotherapy for Haematological Malignancies","Samuel R, Thomas E, Gilson D, Prestwich RJD.","Clin Oncol (R Coll Radiol). 2019 Oct;31(10):e1-e8. doi: 10.1016/j.clon.2019.06.010. Epub 2019 Jul 8.","Samuel R","Clin Oncol (R Coll Radiol)","2019","2019/07/13","","","10.1016/j.clon.2019.06.010"
"31673645","Quality planning for impactful improvement: a mixed methods review","Tallentire VR, Harley CA, Watson S.","BMJ Open Qual. 2019 Oct 14;8(4):e000724. doi: 10.1136/bmjoq-2019-000724. eCollection 2019.","Tallentire VR","BMJ Open Qual","2019","2019/11/02","PMC6797245","","10.1136/bmjoq-2019-000724"
"31508986","Biodynamic excisional skin tension lines","Sethu C, Troisi L, Stephens P.","Ann R Coll Surg Engl. 2019 Nov;101(8):622-623. doi: 10.1308/rcsann.2019.0115. Epub 2019 Sep 11.","Sethu C","Ann R Coll Surg Engl","2019","2019/09/12","PMC6818053","","10.1308/rcsann.2019.0115"
"31681997","Spinal anaesthesia for day-case surgery","Erskine R, Ralph S, Rattenberry W.","Anaesthesia. 2019 Dec;74(12):1625. doi: 10.1111/anae.14875.","Erskine R","Anaesthesia","2019","2019/11/05","","","10.1111/anae.14875"
"31672803","Flu jabs in general practice","Clayton R.","Br J Gen Pract. 2019 Oct 31;69(688):543. doi: 10.3399/bjgp19X706181. Print 2019 Nov.","Clayton R","Br J Gen Pract","2019","2019/11/02","PMC6808562","","10.3399/bjgp19X706181"
"31072920","Catheter ablation in atrial fibrillation","Mills MT.","BMJ Evid Based Med. 2019 Oct;24(5):193-194. doi: 10.1136/bmjebm-2019-111205. Epub 2019 May 9.","Mills MT","BMJ Evid Based Med","2019","2019/05/11","","","10.1136/bmjebm-2019-111205"
"31808455","Digital life: value or vice?","Bostock C.","J R Coll Physicians Edinb. 2019 Dec;49(4):295-296. doi: 10.4997/JRCPE.2019.408.","Bostock C","J R Coll Physicians Edinb","2019","2019/12/07","","","10.4997/JRCPE.2019.408"
"31705103","Modern day slavery and the responsibility of the dental team","Walshaw EG, Patel K.","Br Dent J. 2019 Nov;227(9):829-833. doi: 10.1038/s41415-019-0855-9.","Walshaw EG","Br Dent J","2019","2019/11/10","","","10.1038/s41415-019-0855-9"
"32076453","The United Kingdom Neuro-Ophthalmology Superheroes Day 2019","Virdee JS, Fong A, Mollan MSP.","Neuroophthalmology. 2019 Dec 20;44(1):60-62. doi: 10.1080/01658107.2019.1692227. eCollection 2020 Feb.","Virdee JS","Neuroophthalmology","2019","2020/02/21","PMC6999626","","10.1080/01658107.2019.1692227"
"31790155","Molar incisor hypomineralisation and dental anomalies: A random or real association?","Walshaw EG, Noble F, Conville R, Anne Lawson J, Hasmun N, Rodd H.","Int J Paediatr Dent. 2020 May;30(3):342-348. doi: 10.1111/ipd.12601. Epub 2019 Dec 13.","Walshaw EG","Int J Paediatr Dent","2020","2019/12/03","","","10.1111/ipd.12601"
"31798978","Prognosis of early stage small cell bladder cancer is not always dismal","Lim JH, Sundar S.","ESMO Open. 2019 Nov 13;4(6):e000559. doi: 10.1136/esmoopen-2019-000559. eCollection 2019.","Lim JH","ESMO Open","2019","2019/12/05","PMC6863661","","10.1136/esmoopen-2019-000559"
"31660521","There is no 'I' in team but there may be a PA","Watkins J, Straughton K, King N.","Future Healthc J. 2019 Oct;6(3):177-180. doi: 10.7861/fhj.2019-0039.","Watkins J","Future Healthc J","2019","2019/10/30","PMC6798019","","10.7861/fhj.2019-0039"
"32158898","The unilateral perforator V-Y flap for fingertip reconstruction-a versatile technique","Appukuttan A, Ragoowansi R.","JPRAS Open. 2019 Nov 5;23:1-7. doi: 10.1016/j.jpra.2019.10.004. eCollection 2020 Mar.","Appukuttan A","JPRAS Open","2019","2020/03/12","PMC7061637","","10.1016/j.jpra.2019.10.004"
"31843874","Don't equate competence with capacity","Wheeler R.","Arch Dis Child. 2020 May;105(5):419-420. doi: 10.1136/archdischild-2019-318387. Epub 2019 Dec 16.","Wheeler R","Arch Dis Child","2020","2019/12/18","","","10.1136/archdischild-2019-318387"
"31635536","Transitioning to a general practice placement for the foundation doctor","Reid JP, Sidhu M.","Educ Prim Care. 2019 Nov;30(6):392-394. doi: 10.1080/14739879.2019.1681298. Epub 2019 Oct 21.","Reid JP","Educ Prim Care","2019","2019/10/23","","","10.1080/14739879.2019.1681298"
"31471178","Building a Learning Healthcare System for Radiotherapy in England","Palmer JD.","Clin Oncol (R Coll Radiol). 2019 Oct;31(10):728-730. doi: 10.1016/j.clon.2019.08.002. Epub 2019 Aug 27.","Palmer JD","Clin Oncol (R Coll Radiol)","2019","2019/09/01","","","10.1016/j.clon.2019.08.002"
"31714834","Assessing and managing patients with leg ulceration and oedema","Todd M.","Br J Nurs. 2019 Nov 14;28(20):1282-1287. doi: 10.12968/bjon.2019.28.20.1282.","Todd M","Br J Nurs","2019","2019/11/13","","","10.12968/bjon.2019.28.20.1282"
"31766032","Standardised quantitative radioiodine SPECT/CT Imaging for multicentre dosimetry trials in molecular radiotherapy","Gregory RA, Murray I, Gear J, Leek F, Chittenden S, Fenwick A, Wevrett J, Scuffham J, Tipping J, Murby B, Jeans S, Stuffins M, Michopoulou S, Guy M, Morgan D, Hallam A, Hall D, Polydor H, Brown C, Gillen G, Dickson N, Brown S, Wadsley J, Flux G.","Phys Med Biol. 2019 Dec 19;64(24):245013. doi: 10.1088/1361-6560/ab5b6c.","Gregory RA","Phys Med Biol","2019","2019/11/26","","","10.1088/1361-6560/ab5b6c"
"31617269","Failed B cell survival factor trials support the importance of memory B cells in multiple sclerosis","Baker D, Pryce G, James LK, Schmierer K, Giovannoni G.","Eur J Neurol. 2020 Feb;27(2):221-228. doi: 10.1111/ene.14105. Epub 2019 Nov 6.","Baker D","Eur J Neurol","2020","2019/10/17","","","10.1111/ene.14105"
"31462401","Shoulder pain in a weightlifter","Hill S, Jaconelli T.","Emerg Med J. 2019 Dec;36(12):728-740. doi: 10.1136/emermed-2019-208987. Epub 2019 Aug 28.","Hill S","Emerg Med J","2019","2019/08/30","","","10.1136/emermed-2019-208987"
"31617064","Management of intractable bladder neck strictures following radical prostatectomy using the Memokath(®)045 stent","Nathan A, Mazzon G, Pavan N, De Groote R, Sridhar A, Nathan S.","J Robot Surg. 2020 Aug;14(4):621-625. doi: 10.1007/s11701-019-01035-9. Epub 2019 Oct 15.","Nathan A","J Robot Surg","2020","2019/10/17","PMC7347512","","10.1007/s11701-019-01035-9"
"31901839","Symptoms of posttraumatic stress disorder in patients with functional neurological symptom disorder","Gray C, Calderbank A, Adewusi J, Hughes R, Reuber M.","J Psychosom Res. 2020 Feb;129:109907. doi: 10.1016/j.jpsychores.2019.109907. Epub 2019 Dec 17.","Gray C","J Psychosom Res","2020","2020/01/06","","","10.1016/j.jpsychores.2019.109907"
"31848321","Public reporting of PCI operator outcomes","Kelham MD, Wragg A, Jones DA.","Aging (Albany NY). 2019 Dec 17;11(24):11797-11798. doi: 10.18632/aging.102624. Epub 2019 Dec 17.","Kelham MD","Aging (Albany NY)","2019","2019/12/19","PMC6949075","","10.18632/aging.102624"
"31681998","Reach out: it's good to call","Nyein C, Wise J.","Anaesthesia. 2019 Dec;74(12):1619. doi: 10.1111/anae.14828.","Nyein C","Anaesthesia","2019","2019/11/05","","","10.1111/anae.14828"
"31803264","Procalcitonin in respiratory disease: use as a biomarker for diagnosis and guiding antibiotic therapy","Creamer AW, Kent AE, Albur M.","Breathe (Sheff). 2019 Dec;15(4):296-304. doi: 10.1183/20734735.0258-2019.","Creamer AW","Breathe (Sheff)","2019","2019/12/06","PMC6885331","","10.1183/20734735.0258-2019"
"31657173","How to care for patients undergoing paracentesis for the drainage of ascites","Robinson G.","Nurs Stand. 2019 Oct 28. doi: 10.7748/ns.2019.e11344. Online ahead of print.","Robinson G","Nurs Stand","2019","2019/10/29","","","10.7748/ns.2019.e11344"
"31652389","The Portsmouth protocol for intra-operative ultrasound of the small bowel in Crohn's disease","Celentano V, Beable R, Ball C, Flashman KG, Reeve R, Holmes A, Fogg C, Harper M, Higginson A.","Colorectal Dis. 2020 Mar;22(3):342-345. doi: 10.1111/codi.14888. Epub 2019 Nov 17.","Celentano V","Colorectal Dis","2020","2019/10/26","","","10.1111/codi.14888"
"31290023","Patient satisfaction and outcomes of partial wrist denervation in inflammatory arthritis","Peltz TS, Yapp LZ, Elherik FK, Breusch SJ.","Clin Rheumatol. 2019 Nov;38(11):2995-3003. doi: 10.1007/s10067-019-04645-8. Epub 2019 Jul 6.","Peltz TS","Clin Rheumatol","2019","2019/07/11","","","10.1007/s10067-019-04645-8"
"31541207","A long history of β-lactams for MRSA","Hamilton F, MacGowan A.","Nat Microbiol. 2019 Oct;4(10):1604-1605. doi: 10.1038/s41564-019-0561-z.","Hamilton F","Nat Microbiol","2019","2019/09/22","","","10.1038/s41564-019-0561-z"
"31862241","Septic arthritis: time to rethink service delivery?","Arumalla N, Coakley G.","Lancet Infect Dis. 2020 Mar;20(3):266-267. doi: 10.1016/S1473-3099(19)30563-8. Epub 2019 Dec 17.","Arumalla N","Lancet Infect Dis","2020","2019/12/22","","","10.1016/S1473-3099(19)30563-8"
"31636057","Urgent treatment must never be withheld from migrants","Waterman LZ.","BMJ. 2019 Oct 21;367:l6043. doi: 10.1136/bmj.l6043.","Waterman LZ","BMJ","2019","2019/10/23","","","10.1136/bmj.l6043"
"31700605","What it was like to stop an antidepressant","Stockmann T.","Ther Adv Psychopharmacol. 2019 Nov 1;9:2045125319884834. doi: 10.1177/2045125319884834. eCollection 2019.","Stockmann T","Ther Adv Psychopharmacol","2019","2019/11/09","PMC6826900","","10.1177/2045125319884834"
"29652182","Risk assessment practice within primary mental health care: A logics perspective","Flintoff A, Speed E, McPherson S.","Health (London). 2019 Nov;23(6):656-674. doi: 10.1177/1363459318769471. Epub 2018 Apr 13.","Flintoff A","Health (London)","2019","2018/04/14","","","10.1177/1363459318769471"
"32165952","Outcomes of Cement in Cement Revision, in Revision Total Hip Arthroplasty","Kumar A, Porter M, Shah N, Gaba C, Siney P.","Open Access Maced J Med Sci. 2019 Dec 12;7(23):4059-4065. doi: 10.3889/oamjms.2019.710. eCollection 2019 Dec 15.","Kumar A","Open Access Maced J Med Sci","2019","2020/03/14","PMC7061388","","10.3889/oamjms.2019.710"
"31662228","What stent and when in the superficial femoral artery?","Coughlin P.","Eur J Vasc Endovasc Surg. 2019 Dec;58(6):874. doi: 10.1016/j.ejvs.2019.10.005. Epub 2019 Oct 26.","Coughlin P","Eur J Vasc Endovasc Surg","2019","2019/10/31","","","10.1016/j.ejvs.2019.10.005"
"31604053","Managing sickness absence and declared disabilities in a district nursing team","Duncan M.","Br J Community Nurs. 2019 Oct 2;24(10):478-481. doi: 10.12968/bjcn.2019.24.10.478.","Duncan M","Br J Community Nurs","2019","2019/10/12","","","10.12968/bjcn.2019.24.10.478"
"31580510","Merkel cell carcinoma with divergent differentiation","Gaitskell K, Nassar S, Ibrahim H.","Clin Exp Dermatol. 2020 Apr;45(3):327-332. doi: 10.1111/ced.14110. Epub 2019 Nov 13.","Gaitskell K","Clin Exp Dermatol","2020","2019/10/04","","","10.1111/ced.14110"
