,date_published,authors,journal_title,article_title,all_num_citations_crossref,all_num_references_crossref
166,"[2019, 3]","['Ireland, J.L.', 'Sebalo, I.', 'McNeill, K.', 'Murphy, K.', 'Brewer, G.', 'Ireland, C.A.', 'Chu, S.', 'Lewis, M.', 'Greenwood, L.', 'Nally, T.']",Heliyon,Impacting on factors promoting intra-group aggression in secure psychiatric settings,1,27
167,"[2019, 7]","['Roth, Anthony David', 'Donnan, Janie']",BMJ Paediatrics Open,Developing a competence framework for psychological interventions in a multidisciplinary paediatric context,1,9
168,"[2019, 3]","['Stonelake, Stephen', 'Baharani, Jyoti', 'Thomas, Mark', 'Adkins, Roger', 'Hollingsworth, Lee', 'Wilmink, Teun']",Peritoneal Dialysis International: Journal of the International Society for Peritoneal Dialysis,Outcomes of the Weighted Peritoneal Dialysis Catheter in Patients at                     Risk of Percutaneous Catheter Failure,3,15
169,"[2019, 2, 6]","['Pang, Dominic', 'Hildebrand, Diane', 'Bachoo, Paul']",Cochrane Database of Systematic Reviews,Thoracic endovascular repair (TEVAR) versus open surgery for blunt traumatic thoracic aortic injury,4,43
170,"[2019, 3, 26]","['Stephens, George']",Nursing Standard,Using a structured clinical assessment to identify the cause of chest pain,4,38
171,"[2019, 2, 28]","['Senthilkumaran, Sriskandarsara', 'MacDonald, David Robert Walker', 'Rankin, Iain', 'Stevenson, Iain']",European Journal of Trauma and Emergency Surgery,Total knee arthroplasty for distal femoral fractures in osteoporotic bone: a systematic literature review,5,26
172,"[2019, 1]","['Chiodini, Jane']",Travel Medicine and Infectious Disease,Antimalarial drug resistance – You have been ‘WWARN-ed’!,0,0
173,"[2019, 1, 31]","['Needham, Vernon H']",British Journal of General Practice,The resilient general practice: working as a pack,0,4
174,"[2018, 1, 30]","['Chinnadurai, Rajkumar', 'Ritchie, James', 'Green, Darren', 'Kalra, Philip A']",Nephrology Dialysis Transplantation,Non-alcoholic fatty liver disease and clinical outcomes in chronic kidney disease,32,50
175,"[2019, 3, 4]","['Burnet, Laura']",Emergency Nurse,Local implementation of a national curriculum and competency framework for emergency nursing: a review of the evidence,1,36
176,"[2019, 2, 14]","['Mehrtens, S. H.', 'Shall, L.', 'Halpern, S. M.']",Clinical and Experimental Dermatology,"A 14‐year review of a
            UK
            teledermatology service: experience of over 40 000 teleconsultations",18,25
177,"[2019, 1, 30]","['Kaloo, Philip', 'Armstrong, Sarah', 'Kaloo, Claire', 'Jordan, Vanessa']",Cochrane Database of Systematic Reviews,Interventions to reduce shoulder pain following gynaecological laparoscopic procedures,9,108
178,"[2019, 1, 4]","['Barton, Andrew']",The Journal of Vascular Access,Veinplicity versus heat treatment for vein dilation: A randomised cross-over study,1,18
179,"[2019, 1, 31]","['Badcock, Tim']",British Journal of General Practice,The stable rower: identifying a rare disease,0,5
180,"[2019, 1, 28]","['Forsyth, Stewart']",BMJ,Formula milk studies couldn’t exist without industry,0,2
181,"[2019, 2]","['Bullock, T.', 'Hazell, M.', 'McCullagh, J.']",Transfusion Medicine,"Advances in Transfusion Medicine RCPath, November 2018",1,61
182,"[2019, 1, 9]","['Trethewey, Samuel P.']",Medical Teacher,Improving medical student engagement with extra-curricular research,0,2
183,"[2019, 3, 18]","['Gilliland, Niall']",BMJ,Aviation safety—a willingness to learn from mistakes,0,1
184,"[2019, 1, 31]","['Macdonald, Gordon W']",British Journal of General Practice,Spiritual care is stagnating in general practice,2,6
185,"[2019, 2, 11]","['Zis, Panagiotis', 'Hadjivassiliou, Marios', 'Rao, Dasappaiah Ganesh', 'Sarrigiannis, Ptolemaios Georgios']",Muscle &amp; Nerve,Electrophysiological determinants of the clinical severity of axonal peripheral neuropathy,5,11
186,"[2019, 4, 29]","['Monib, Sherif', 'Xanthis, Athanasios G.']",European Journal of Case Reports in Internal Medicine,Umbilical Sebaceous Cyst Mimicking Infected Urachal Sinus,0,0
187,"[2019, 3]","['Rampat, Radhika', 'Gupta, Ankur', 'Henderson, Hugo', 'Ezra, Daniel']",Ophthalmic Plastic &amp; Reconstructive Surgery,Nontraumatic Orbital Hemorrhage During Uncomplicated Labor,0,0
188,"[2020, 7]","['Munnings, Amberley Jade']",Journal of Voice,"The Current State and Future Possibilities of Mobile Phone “Voice Analyser” Applications, in Relation to Otorhinolaryngology",2,24
189,"[2019, 3]","['Millar, Kate', 'Stevenson, Alex', 'Qureshi, Sheharyar']",Future Healthcare Journal,Endocrine referral system audit and quality improvement project,0,0
190,"[2018, 3, 9]","['Braden, Barbara', 'Walsh, Alissa']",Gut,"Providing safe, efficient and affordable sedation in endoscopy",1,8
191,"[2019, 2]","['Subramaniam, Sharmila', 'Kandiah, Kesavan', 'Thayalasekaran, Sreedhari', 'Longcroft-Wheaton, Gaius', 'Bhandari, Pradeep']",United European Gastroenterology Journal,Haemostasis and prevention of bleeding related to ER: The role of a novel self‐assembling peptide,20,24
192,"[2019, 2, 16]","['Marsden, Jo', 'NaN, NaN']",Post Reproductive Health,British Menopause Society consensus statement: The risks and benefits of HRT before and after a breast cancer diagnosis,12,15
193,"[2019, 1, 1]","['Mackenzie, Mo', 'Pilbery, Richard']",British Paramedic Journal,The impact of an ambulance vehicle preparation service on the presence of bacteria: a service evaluation,1,0
194,"[2019, 1]","['Shoemaker, Kirsten', 'Thompson, Christopher SG', 'Sawant, Rupali', 'Thiel, Gundula']",BMJ Case Reports,Potential life-threatening complication of tonsillectomy: cervicofacial surgical emphysema,3,3
195,"[2019, 1, 1]","['Hampton, Chelsey', 'Jones, Charlene']",British Paramedic Journal,Transient ischaemic attack pre-hospital referral feasibility trial (TIER): recruitment and intervention usage,0,0
196,"[2019, 1, 8]","['Sherrard, Jackie']",International Journal of STD &amp; AIDS,Evaluation of the BD MAX™ Vaginal Panel for the detection of vaginal infections in a sexual health service in the UK,10,5
197,"[2018, 10, 31]","['Powell, Helen A']",Thorax,Socioeconomic deprivation and inequalities in lung cancer: time to delve deeper?,5,14
198,"[2019, 1]","['Cleaveland, Paul', 'Srivastava, Prakhar', 'Oliveira, Pedro', 'Parnham, Arie', 'Elliott, Tony', 'Sangar, Vijay']",Urology Case Reports,A rare presentation of hidradenocarcinoma within the penis,1,5
199,"[2019, 8, 31]","['Robinson, Grace']",Nursing Standard,How to care for patients undergoing paracentesis for the drainage of ascites,0,15
200,"[2019, 1]","['Mchaourab, Ahmad', 'Evans, Gwenllian Ying-Huey Rees', 'Austin, Richard']",BMJ Case Reports,Spontaneous spinal subdural haematoma in a patient on apixaban,4,18
201,"[2019, 3]","['Shaw, Karen', 'Golding, Sarah', 'Knight, Julia', 'Chadborn, Tim', 'Dempster, Linda', 'Finistrella, Viviana', 'Hopkins, Susan']",Infection Prevention in Practice,A unique approach to the development of infection prevention and control resources for front-line health care workers,1,18
202,"[2019, 2, 6]","['Kennedy, J.A.', 'Molloy, J.', 'Jenkins, C.', 'Mellon, S.J.', 'Dodd, C.A.F.', 'Murray, D.W.']",Journal of Bone and Joint Surgery,Functional Outcome and Revision Rate Are Independent of Limb Alignment Following Oxford Medial Unicompartmental Knee Replacement,6,23
203,"[2019, 5, 5]","['Allam, Ahmed', 'Nijim, Hazem']",International Journal of Otolaryngology,Persistent Unilateral Sore Throat: Should It Be Included in the 2-Week Wait Referral Criteria by NICE,2,10
204,"[2019, 3]","['Thomas, Jade', 'Saw, Kyaw Lin', 'Adie, Katja']",Clinical Medicine,Stroke mortality audit using the Structured Judgement Review method,1,7
205,"[2019, 5]","['Moghul, Masood', 'Almpanis, Stefanos']",BMJ Open Quality,Stent cards: a simple solution for forgotten stents?,2,5
206,"[2019, 2]","['Lim, Hoong Sern']",ASAIO Journal,Physiologic Basis for Venovenous Extracorporeal Membrane Oxygenation Management,0,1
207,"[2019, 3]","['Fairbairn, Katharine']",Future Healthcare Journal,Mind the gap: optimising medical registrar rota provision,0,0
208,"[2019, 1, 24]","['Kar, Partha']",BMJ,Partha Kar: Leadership without accountability benefits no one,0,0
209,"[2019, 2, 3]","['Trethewey, Samuel P']",The Clinical Teacher,Lessons learned from an overambitious undergraduate research project,0,1
210,"[2019, 4, 30]","['Jackson, Christopher', 'Presanis, Anne', 'Conti, Stefano', 'De Angelis, Daniela']",Journal of the American Statistical Association,Value of Information: Sensitivity Analysis and Research Design in Bayesian Evidence Synthesis,10,43
211,"[2019, 1]","['Coomber, R', 'Dotivala, S', 'Chowdhry, M', 'Carrothers, A']",The Annals of The Royal College of Surgeons of England,Dual mobility total hip arthroplasty: identification and reduction technique,0,6
212,"[2019, 3]","['Talaulikar, Vikram Sinai', 'Conway, Gerard S.', 'Pimblett, Antoinette', 'Davies, Melanie C.']",Fertility and Sterility,Outcome of ovarian stimulation for oocyte cryopreservation in women with Turner syndrome,27,34
213,"[2019, 3]","['Angus, Michelle', 'Jackson, Kelly', 'Smurthwaite, Glyn', 'Carrasco, Roberto', 'Mohammad, Saeed', 'Verma, Rajat', 'Siddique, Irfan']",Journal of Spine Surgery,The implementation of enhanced recovery after surgery (ERAS) in complex spinal surgery,26,0
214,"[2019, 5]","['Mills, Matthew', 'Stoneham, Gillie', 'Davies, Skye']",Transgender Health,"Toward a Protocol for Transmasculine Voice: A Service Evaluation of the Voice and Communication Therapy Group Program, Including Long-Term Follow-Up for Trans Men at the London Gender Identity Clinic",7,33
215,"[2019, 3]","['Sindali, K.', 'Harries, V.', 'Borges, A.', 'Simione, S.', 'Patel, S.', 'Vorster, T.', 'Lawrence, C.', 'Jones, M.']",JPRAS Open,Improved patient outcomes using the enhanced recovery pathway in breast microsurgical reconstruction: a UK experience,12,35
216,"[2019, 2]","['Steele, Lloyd', 'Yeoh, Chit Cheng']",BMJ Case Reports,Sentinel bruising as a presentation of metastatic melanoma,2,29
217,"[2019, 2, 14]","['Tania, Nurun', 'Williams, Bronwen']",British Journal of Nursing,The hepatology research nurse: an academic but patient-focused role,0,6
218,"[2019, 2, 7]","['White, Alan D.', 'Hazar, Can', 'Jarosz, David', 'Walker, Paul', 'Tingerides, Costa']",CardioVascular and Interventional Radiology,Regarding “Long-Term Evaluation of Percutaneous Groin Access for EVAR”,1,1
219,"[2019, 3]","['Luqmani, Raashid', ""O'Neill, Lorraine"", 'David, Joel']",Future Healthcare Journal,A computerised system to evaluate patients with rheumatic diseases,0,0
220,"[2019, 3]","['Goonoo, Mohummad S', 'Al-Talib, Ismail', 'Hammoud, Nidal', 'Chaturvedi, Pankaj']",Future Healthcare Journal,Quality of e-discharge summaries at a district general hospital,0,0
221,"[2019, 3, 18]","['De Vere Hunt, I.', 'Chapman, K.', 'Wali, G.', 'Bullus, S.', 'Fisher, R.', 'Matin, R. N.', 'McPherson, T.']",Clinical and Experimental Dermatology,Establishing and developing a Teenage and Young Adult dermatology clinic with embedded specialist psychological support,6,8
222,"[2018, 11, 25]","['Zis, Panagiotis', 'Sarrigiannis, Ptolemaios G.', 'Rao, Dasappaiah G.', 'Hewamadduma, Channa', 'Hadjivassiliou, Marios']",Brain and Behavior,Chronic idiopathic axonal polyneuropathy: Prevalence of pain and impact on quality of life,14,24
223,"[2019, 4]","['Dhillon, A.Z.', 'Levine, T.']",British Journal of Oral and Maxillofacial Surgery,Traumatic pseudoaneurysm of the superficial temporal artery,5,10
224,"[2018, 12, 4]","['Wieringa, Gijsbert']",Clinical Chemistry and Laboratory Medicine (CCLM),Teaching the pony new tricks: competences for specialists in laboratory medicine to meet the challenges of disruptive innovation,7,21
225,"[2018, 12, 12]","['Cohen, Marta C']",Acta Paediatrica,The Swedish shaken baby syndrome report and review: what does the latest knowledge tell us?,1,10
226,"[2019, 2]","['Segura, Teresa', 'Gatzoulis, Michael A.']",International Journal of Cardiology,Where are we with coronary artery disease for the cyanotic patient with congenital heart disease?,1,9
227,"[2019, 1]","['Orfei, Martina', 'Gasparetto, Marco', 'Torrente, Franco']",BMJ Case Reports,Headache and inflammatory bowel disease: think cerebral vein!,2,11
228,"[2019, 3]","['Young, Laura K.', 'Gandy, Stephen J.', 'Priba, Lukasz', 'Matthew, Shona Z.', 'Graeme Houston, J.']",Investigative Radiology,The Impact of Different Magnetic Resonance Imaging Equipment and Scanning Parameters on Signal Intensity Ratio Measurements in Phantoms and Healthy Volunteers,3,21
229,"[2019, 2]","['Khan, Fasih', 'Vali, Yusuf', 'Naeem, Muhammad', 'Reddy, Raja']",BMJ Open Respiratory Research,Safety and efficacy of ambulatory management of secondary spontaneous pneumothorax: a case series,7,14
230,NaN,['NaN'],NaN,NaN,NaN,NaN
231,"[2019, 3, 27]","['Birnie, David']",Journal of Orthodontics,Patient-specific labial fixed appliances: a step towards personalised orthodontic care?,0,11
232,"[2019, 1, 15]","['Vitish-Sharma, Parveen', 'Maxwell-Armstrong, Charles', 'Guo, Boliang', 'Yick, Crystal', 'Acheson, Austin G']",JMIR Perioperative Medicine,The Trendelenburg Position and Cognitive Decline: A Case-Control Interventional Study Involving Healthy Volunteers,1,19
233,"[2018, 10, 16]","['Hudson, Sarah', 'Mackenzie, Graham']",Heart,‘Not your daughter’s Facebook’: Twitter use at the European Society of Cardiology Conference 2018,23,11
234,"[2019, 6, 1]","['Marmoy, Oliver R.', 'Furlong, Paul L.', 'Moore, Christopher E. G.']",Journal of Neurophysiology,Upper and lower limb motor axons demonstrate differential excitability and accommodation to strong hyperpolarizing currents during induced hyperthermia,3,47
235,"[2019, 2, 28]","['Fox, Christopher P.']",Blood,Refining CNS relapse risk in DLBCL: easy as ABC?,0,6
236,"[2019, 3]","['Bryce, Kathleen', 'Fearn, Robert', 'Murray, Sam']",Future Healthcare Journal,Improving endoscopy efficiency by reducing turnaround time between cases,0,0
237,"[2019, 2, 8]","['Narayanan, M.', 'Venkataraju, A.']",Anaesthesia,Mid-point transverse process to pleura block: clarity or confusion?,1,4
238,"[2019, 1]","['Hoggett, L', 'Anderton, MJ', 'Khatri, M']",The Annals of The Royal College of Surgeons of England,30-day complication rates and patient-reported outcomes following day case primary lumbar microdiscectomy in a regional NHS spinal centre,5,12
239,"[2018, 11, 28]","['Sim, Sing Yang', 'Lethem, Claudia', 'Coppini, David Vincent']","Endocrinology, Diabetes & Metabolism",Characteristics and outcomes of patients with hyperthyroidism attending a hospital endocrine clinic-A retrospective study,0,12
240,"[2019, 3]","['Jennison, T', 'Brinsden, M']",The Annals of The Royal College of Surgeons of England,Fracture admission trends in England over a ten-year period,20,16
241,[2019],"['Arunakirinathan, Meena', 'Walker, Robbie J. E.', 'Hassan, Noor', 'Ameen, Sally', 'Younis, Saad']",RETINAL Cases &amp; Brief Reports,BLIND-SIDED BY COSMETIC VEIN SCLEROTHERAPY: A CASE OF OPHTHALMIC ARTERIAL OCCLUSION,8,12
242,"[2019, 8]","['Botros, Shady', 'Dunn, John']",BMJ Open Quality,Implementation and spread of a simple and effective way to improve the accuracy of medicines reconciliation on discharge: a hospital-based quality improvement project and success story,2,21
243,"[2019, 4, 11]","['Sykes, Lynne', 'Kalra, Philip A.', 'Green, Darren']",PLOS ONE,Comparison of impact on death and critical care admission of acute kidney injury between common medical and surgical diagnoses,3,18
244,"[2019, 3, 19]","['Plant, Darren', 'Maciejewski, Mateusz', 'Smith, Samantha', 'Nair, Nisha', 'Hyrich, Kimme', 'Ziemek, Daniel', 'Barton, Anne', 'Verstappen, Suzanne', 'NaN, NaN']",Arthritis &amp; Rheumatology,Profiling of Gene Expression Biomarkers as a Classifier of Methotrexate Nonresponse in Patients With Rheumatoid Arthritis,28,38
245,"[2019, 2]","['Nettleton, Jeremy', 'Crawford-Smith, Hugh', 'Adimonye, Anthony', 'McMeekin, Faith']",BMJ Case Reports,Scrotal necrosis and no Fournier’s in sight: a rare case of juvenile gangrenous vasculitis,2,17
246,"[2019, 2]","['Biggans, Thomas J.']",Medical Engineering &amp; Physics,Same day cerebral perfusion and dopamine transporter imaging for differential diagnosis of cerebral impairment,1,10
247,"[2019, 1, 22]","['Robba, Vanessa', 'Fowler, Andrew', 'Karantana, Alexia', 'Grindlay, Douglas', 'Lindau, Tommy']",HAND,Open Versus Arthroscopic Repair of 1B Ulnar-Sided Triangular Fibrocartilage Complex Tears: A Systematic Review,11,47
248,"[2019, 11, 15]","['Fakim, B.', 'Abbas, A.', 'Crotch-Harvey, M.', 'Kokan, J.']",Case Reports in Surgery,First Vacuum-Assisted Excision of a Breast Myofibroblastoma,0,31
249,"[2019, 2, 8]","['Palmer, Ryan', 'Utley, Martin', 'Fulop, Naomi J', 'O’Connor, Stephen']",Health Informatics Journal,Using visualisation methods to analyse referral networks within community health care among patients aged 65 years and over,2,21
250,"[2019, 3, 27]","['Pandit, J. J.']",Anaesthesia,The NHS Improvement report on operating theatres: really ‘getting it right first time’?,3,23
251,"[2019, 3]","['Crossan, Lauren', 'Conway, David I.']",Evidence-Based Dentistry,Another oral cancer clinical guideline - but does it propose changes to dental practice?,2,12
252,"[2019, 3]","['Massie, Jonathan', 'Howling, Sarah']",BMJ Case Reports,<i>Schistosoma haematobium</i>causing pulmonary schistosomiasis in a returning traveller,2,6
253,"[2019, 2, 15]","['Bizrah, Mukhtar', 'Corbett, Melanie C.']",Ophthalmology and Therapy,Intracameral Phenylephrine to Arrest Intraoperative Intraocular Bleeding: A New Technique,0,9
254,"[2018, 5, 10]","['Gilhooley, Colin', 'Burnhill, Geoff', 'Gardiner, Dale', 'Vyas, Harish', 'Davies, Patrick']",Journal of the Intensive Care Society,Oxygen saturation and haemodynamic changes prior to circulatory arrest: Implications for transplantation and resuscitation,4,19
255,"[2019, 3, 1]","['Sargeant, Harry W.', 'Rehman, Haroon', 'Zafiropoulos, George']",Knee Surgery and Related Research,Core Decompression for Post-Arthroscopic Osteonecrosis of the Lateral Tibial Plateau,2,18
256,"[2019, 3]","['Ash, Abigail']",Future Healthcare Journal,"Ambulatory care: to bed, or not to bed",0,0
