PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30691312","Cranial vault unicameral bone cyst","Eristavi A, Sabin I, Al-Sarraj S, Aizpurua M.","Br J Neurosurg. 2020 Oct;34(5):500-501. doi: 10.1080/02688697.2018.1519113. Epub 2019 Jan 29.","Eristavi A","Br J Neurosurg","2020","2019/01/30","","","10.1080/02688697.2018.1519113"
"32123473","The Arclight and how to use it","Kousha O, Blaikie A.","Community Eye Health. 2019;32(107):50-51. Epub 2019 Dec 17.","Kousha O","Community Eye Health","2019","2020/03/04","PMC7041821","",""
"33456884","Medicines safety in anaesthetic practice","Mackay E, Jennings J, Webber S.","BJA Educ. 2019 May;19(5):151-157. doi: 10.1016/j.bjae.2019.01.001. Epub 2019 Feb 15.","Mackay E","BJA Educ","2019","2021/01/18","PMC7808005","","10.1016/j.bjae.2019.01.001"
"30900365","Review of adjustable velcro wrap devices for venous ulceration","Stather PW, Petty C, Howard AQ.","Int Wound J. 2019 Aug;16(4):903-908. doi: 10.1111/iwj.13116. Epub 2019 Mar 21.","Stather PW","Int Wound J","2019","2019/03/23","PMC7948540","","10.1111/iwj.13116"
"30801132","Endoscopic cyclophotocoagulation (ECP) for open angle glaucoma and primary angle closure","Tóth M, Shah A, Hu K, Bunce C, Gazzard G.","Cochrane Database Syst Rev. 2019 Feb 25;2(2):CD012741. doi: 10.1002/14651858.CD012741.pub2.","Tóth M","Cochrane Database Syst Rev","2019","2019/02/26","PMC6388466","","10.1002/14651858.CD012741.pub2"
"30925249","Evidence-based research is key to challenging and improving practice","Ahmad M.","Br J Nurs. 2019 Mar 28;28(6):S4. doi: 10.12968/bjon.2019.28.6.S4.","Ahmad M","Br J Nurs","2019","2019/03/30","","","10.12968/bjon.2019.28.6.S4"
"33456885","Cardiopulmonary exercise testing-a beginner's guide to the nine-panel plot","Chambers DJ, Wisely NA.","BJA Educ. 2019 May;19(5):158-164. doi: 10.1016/j.bjae.2019.01.009. Epub 2019 Mar 20.","Chambers DJ","BJA Educ","2019","2021/01/18","PMC7807922","","10.1016/j.bjae.2019.01.009"
"31673645","Quality planning for impactful improvement: a mixed methods review","Tallentire VR, Harley CA, Watson S.","BMJ Open Qual. 2019 Oct 14;8(4):e000724. doi: 10.1136/bmjoq-2019-000724. eCollection 2019.","Tallentire VR","BMJ Open Qual","2019","2019/11/02","PMC6797245","","10.1136/bmjoq-2019-000724"
"31213940","Bedside teaching: everybody's but nobody's responsibility","Gimson A, Javadzadeh S, Doshi A.","Adv Med Educ Pract. 2019 May 24;10:357-359. doi: 10.2147/AMEP.S181877. eCollection 2019.","Gimson A","Adv Med Educ Pract","2019","2019/06/20","PMC6539176","","10.2147/AMEP.S181877"
"30758789","Reproductive rheumatology: the male perspective","Tolppa T, Plumptre I, Mouyis M.","Clin Rheumatol. 2019 Apr;38(4):1225-1226. doi: 10.1007/s10067-019-04461-0. Epub 2019 Feb 13.","Tolppa T","Clin Rheumatol","2019","2019/02/14","","","10.1007/s10067-019-04461-0"
"30857613","The 'No Trace=Wrong Place' campaign","Cook TM, Harrop-Griffiths AW, Whitaker DK, McNarry AF, Patel A, McGuire B.","Br J Anaesth. 2019 Apr;122(4):e68-e69. doi: 10.1016/j.bja.2019.01.008. Epub 2019 Feb 8.","Cook TM","Br J Anaesth","2019","2019/03/13","PMC6435899","","10.1016/j.bja.2019.01.008"
"29980589","Family integrated care: what's all the fuss about?","Young A, McKechnie L, Harrison CM.","Arch Dis Child Fetal Neonatal Ed. 2019 Mar;104(2):F118-F119. doi: 10.1136/archdischild-2018-315307. Epub 2018 Jul 6.","Young A","Arch Dis Child Fetal Neonatal Ed","2019","2018/07/08","","","10.1136/archdischild-2018-315307"
"30799407","Intraoperative Sentinel Node Mapping in the Colon: Potential and Pitfalls","Currie AC.","Eur Surg Res. 2019;60(1-2):45-52. doi: 10.1159/000494833. Epub 2019 Feb 22.","Currie AC","Eur Surg Res","2019","2019/02/26","","","10.1159/000494833"
"30898783","Partha Kar: Dieting and body shaming","Kar P.","BMJ. 2019 Mar 21;364:l1222. doi: 10.1136/bmj.l1222.","Kar P","BMJ","2019","2019/03/23","","","10.1136/bmj.l1222"
"27758958","Improving access to a multi-component intervention for caregivers and people with dementia","Milders M, Bell S, Lorimer A, Jackson H, McNamee P.","Dementia (London). 2019 Jan;18(1):347-359. doi: 10.1177/1471301216672745. Epub 2016 Oct 6.","Milders M","Dementia (London)","2019","2016/10/21","","","10.1177/1471301216672745"
"30904888","Unusual first presentation of a metabolic disorder","Strauss CE, Hann G.","BMJ Case Rep. 2019 Mar 22;12(3):e226716. doi: 10.1136/bcr-2018-226716.","Strauss CE","BMJ Case Rep","2019","2019/03/25","PMC6510225","","10.1136/bcr-2018-226716"
"30246680","Adult safeguarding under the Care Act 2014","Johnson K, Boland B.","BJPsych Bull. 2019 Feb;43(1):38-42. doi: 10.1192/bjb.2018.71. Epub 2018 Sep 24.","Johnson K","BJPsych Bull","2019","2018/09/25","PMC6327289","","10.1192/bjb.2018.71"
"30788090","Postoperative hemiparesis following tonsillectomy","Mughal Z, Charlton A, El-Sawy H, Bhatt C.","J Surg Case Rep. 2019 Feb 8;2019(2):rjy348. doi: 10.1093/jscr/rjy348. eCollection 2019 Feb.","Mughal Z","J Surg Case Rep","2019","2019/02/22","PMC6368203","","10.1093/jscr/rjy348"
"31055260","Tips for the childhood immunisation OSCE","Kapeller K, Chanchlani N.","BMJ. 2019 Jan 8;364:j5648. doi: 10.1136/sbmj.j5648.","Kapeller K","BMJ","2019","2019/05/06","","","10.1136/sbmj.j5648"
"30787564","Chromosomal aberrations in renal cell carcinoma: An overview with implications for clinical practice","Quddus MB, Pratt N, Nabi G.","Urol Ann. 2019 Jan-Mar;11(1):6-14. doi: 10.4103/UA.UA_32_18.","Quddus MB","Urol Ann","2019","2019/02/22","PMC6362797","","10.4103/UA.UA_32_18"
"30054373","Subduing the killer - sepsis; through simulation","Herron JBT, Harbit A, Dunbar JAT.","BMJ Evid Based Med. 2019 Feb;24(1):26-29. doi: 10.1136/bmjebm-2018-110960. Epub 2018 Jul 27.","Herron JBT","BMJ Evid Based Med","2019","2018/07/29","","","10.1136/bmjebm-2018-110960"
"30826873","Episcissors-60™ and obstetrics anal sphincter injury: a systematic review and meta-analysis","Divakova O, Khunda A, Ballard PA.","Int Urogynecol J. 2020 Mar;31(3):605-612. doi: 10.1007/s00192-019-03901-4. Epub 2019 Mar 2.","Divakova O","Int Urogynecol J","2020","2019/03/04","","","10.1007/s00192-019-03901-4"
"29955961","A case series of patients change in mobility following a hip fracture","Jennison T, Yarlagadda R.","Eur J Orthop Surg Traumatol. 2019 Jan;29(1):87-90. doi: 10.1007/s00590-018-2267-y. Epub 2018 Jun 28.","Jennison T","Eur J Orthop Surg Traumatol","2019","2018/06/30","","","10.1007/s00590-018-2267-y"
"31501703","An unexpected finding from a submental mass","Makwana M, Walsh S, Gangoli S.","BJR Case Rep. 2019 Jan 25;5(2):20180094. doi: 10.1259/bjrcr.20180094. eCollection 2019 Jun.","Makwana M","BJR Case Rep","2019","2019/09/11","PMC6726178","","10.1259/bjrcr.20180094"
"31489233","Trends in quality of life reporting for radical cystectomy and urinary diversion over the last four decades: A systematic review of the literature","Rangarajan K, Somani BK.","Arab J Urol. 2019 Apr 14;17(3):181-194. doi: 10.1080/2090598X.2019.1600279. eCollection 2019.","Rangarajan K","Arab J Urol","2019","2019/09/07","PMC6711151","","10.1080/2090598X.2019.1600279"
"31497260","Night-time rumination in PTSD: development and validation of a brief measure","Woodward E, Sachschal J, Beierl ET, Ehlers A.","Eur J Psychotraumatol. 2019 Aug 27;10(1):1651476. doi: 10.1080/20008198.2019.1651476. eCollection 2019.","Woodward E","Eur J Psychotraumatol","2019","2019/09/10","PMC6720014","","10.1080/20008198.2019.1651476"
"30260079","Developing nursing leadership talent-Views from the NHS nursing leadership for south-east England","Cabral A, Oram C, Allum S.","J Nurs Manag. 2019 Jan;27(1):75-83. doi: 10.1111/jonm.12650. Epub 2018 Sep 27.","Cabral A","J Nurs Manag","2019","2018/09/28","","","10.1111/jonm.12650"
"31363581","Developing a trustworthy quality improvement framework","Mamo J.","Future Healthc J. 2019 Mar;6(Suppl 1):58. doi: 10.7861/futurehosp.6-1-s58.","Mamo J","Future Healthc J","2019","2019/08/01","PMC6616782","","10.7861/futurehosp.6-1-s58"
"30837266","Avoiding euphemisms for female genital mutilation","Lesser PJA.","BMJ. 2019 Mar 5;364:l923. doi: 10.1136/bmj.l923.","Lesser PJA","BMJ","2019","2019/03/07","","","10.1136/bmj.l923"
"30890466","""E Emporiatrics"": Experience online, travel-medicine updates","Chiodini J.","Travel Med Infect Dis. 2019 Mar-Apr;28:117-119. doi: 10.1016/j.tmaid.2019.03.009. Epub 2019 Mar 16.","Chiodini J","Travel Med Infect Dis","2019","2019/03/21","","","10.1016/j.tmaid.2019.03.009"
"29742985","Laparoscopic Redo Ileocolic Resection for Crohn's Disease in Patients with Previous Multiple Laparotomies","Celentano V, Sagias F, Flashman KG, Conti J, Khan J.","Scand J Surg. 2019 Mar;108(1):42-48. doi: 10.1177/1457496918772370. Epub 2018 May 10.","Celentano V","Scand J Surg","2019","2018/05/11","","","10.1177/1457496918772370"
"30809893","What influences self-perceived competence and confidence in dementia care home staff? A systematic review","Rivett E, Hammond L, West J.","Psychogeriatrics. 2019 Sep;19(5):440-456. doi: 10.1111/psyg.12422. Epub 2019 Feb 26.","Rivett E","Psychogeriatrics","2019","2019/02/28","","","10.1111/psyg.12422"
"31700605","What it was like to stop an antidepressant","Stockmann T.","Ther Adv Psychopharmacol. 2019 Nov 1;9:2045125319884834. doi: 10.1177/2045125319884834. eCollection 2019.","Stockmann T","Ther Adv Psychopharmacol","2019","2019/11/09","PMC6826900","","10.1177/2045125319884834"
"30626628","Availability of over-the-counter laxatives should not be restricted","Whorwell PJ.","BMJ. 2019 Jan 9;364:l51. doi: 10.1136/bmj.l51.","Whorwell PJ","BMJ","2019","2019/01/11","","","10.1136/bmj.l51"
"30620661","When will we see more diverse nursing leadership?","Coghill Y.","Br J Nurs. 2019 Jan 10;28(1):62-63. doi: 10.12968/bjon.2019.28.1.62.","Coghill Y","Br J Nurs","2019","2019/01/09","","","10.12968/bjon.2019.28.1.62"
"30377033","""Endovascular first"" Strategies are not for Every Patient","Twine CP.","Eur J Vasc Endovasc Surg. 2019 Mar;57(3):392. doi: 10.1016/j.ejvs.2018.10.007. Epub 2018 Oct 28.","Twine CP","Eur J Vasc Endovasc Surg","2019","2018/11/01","","","10.1016/j.ejvs.2018.10.007"
"27758957","An occupational perspective of the lived experience of familial dementia caregivers: A thematic review of qualitative literature","Hooper EK, Collins T.","Dementia (London). 2019 Jan;18(1):323-346. doi: 10.1177/1471301216672489. Epub 2016 Oct 6.","Hooper EK","Dementia (London)","2019","2016/10/21","","","10.1177/1471301216672489"
"30510611","Segmental testicular infarction following nephrectomy","West S, Karamsadkar S, Cross S.","Radiol Case Rep. 2018 Nov 28;14(2):278-281. doi: 10.1016/j.radcr.2018.11.012. eCollection 2019 Feb.","West S","Radiol Case Rep","2018","2018/12/05","PMC6262804","","10.1016/j.radcr.2018.11.012"
"31157106","Antimicrobial stewardship and the hospital nurse and midwife: how do they perceive their role?","Wilcock M, Powell N, Underwood F.","Eur J Hosp Pharm. 2019 Mar;26(2):89-92. doi: 10.1136/ejhpharm-2017-001312. Epub 2017 Sep 27.","Wilcock M","Eur J Hosp Pharm","2019","2019/06/04","PMC6452351","","10.1136/ejhpharm-2017-001312"
"31276053","Shoulder Reduction Bench Project: improving care for patients with shoulder dislocations","Dowson P.","BMJ Open Qual. 2019 Jun 14;8(2):e000366. doi: 10.1136/bmjoq-2018-000366. eCollection 2019.","Dowson P","BMJ Open Qual","2019","2019/07/06","PMC6579573","","10.1136/bmjoq-2018-000366"
"30540562","Paired surveys for patients and physiologists in echocardiography: a single-centre experience","Roshen M, John S, Ahmet S, Amersey R, Gupta S, Collins G.","Echo Res Pract. 2019 Mar 1;6(1):1-6. doi: 10.1530/ERP-18-0064.","Roshen M","Echo Res Pract","2019","2018/12/13","PMC6320332","","10.1530/ERP-18-0064"
"30910445","""Strategies to increase the accuracy and safety of OVD"" (Clinical assessment skills and role of ultrasound, simulation training and new technologies to enhance instrument application)","Ramphul M.","Best Pract Res Clin Obstet Gynaecol. 2019 Apr;56:35-46. doi: 10.1016/j.bpobgyn.2019.01.015. Epub 2019 Feb 15.","Ramphul M","Best Pract Res Clin Obstet Gynaecol","2019","2019/03/27","","","10.1016/j.bpobgyn.2019.01.015"
"30520190","Hydration practices in residential and nursing care homes for older people","Cook G, Hodgson P, Hope C, Thompson J, Shaw L.","J Clin Nurs. 2019 Apr;28(7-8):1205-1215. doi: 10.1111/jocn.14727. Epub 2019 Jan 7.","Cook G","J Clin Nurs","2019","2018/12/07","","","10.1111/jocn.14727"
"30784152","Patients admitted to more research-active hospitals have more confidence in staff and are better informed about their condition and medication: Results from a retrospective cross-sectional study","Jonker L, Fisher SJ, Dagnan D.","J Eval Clin Pract. 2020 Feb;26(1):203-208. doi: 10.1111/jep.13118. Epub 2019 Feb 19.","Jonker L","J Eval Clin Pract","2020","2019/02/21","","","10.1111/jep.13118"
"30223309","External cephalic version at term: a cohort study of 18 years' experience","Melo P, Georgiou EX, Hedditch A, Ellaway P, Impey L.","BJOG. 2019 Mar;126(4):493-499. doi: 10.1111/1471-0528.15475. Epub 2018 Oct 23.","Melo P","BJOG","2019","2018/09/18","","","10.1111/1471-0528.15475"
"30698457","Risk factors for surgical site infections in neurosurgery","Patel S, Thompson D, Innocent S, Narbad V, Selway R, Barkas K.","Ann R Coll Surg Engl. 2019 Mar;101(3):220-225. doi: 10.1308/rcsann.2019.0001. Epub 2019 Jan 30.","Patel S","Ann R Coll Surg Engl","2019","2019/01/31","PMC6400918","","10.1308/rcsann.2019.0001"
"30792757","Perioperative metabolic acidosis: The Bradford Anaesthetic Department Acidosis Study","Lawton TO, Quinn A, Fletcher SJ.","J Intensive Care Soc. 2019 Feb;20(1):11-17. doi: 10.1177/1751143718772792. Epub 2018 Apr 30.","Lawton TO","J Intensive Care Soc","2019","2019/02/23","PMC6376579","","10.1177/1751143718772792"
"32313560","Diabetic patients are almost twice as likely to experience complications from arthroscopic rotator cuff repair","Borton Z, Shivji F, Simeen S, Williams R, Tambe A, Espag M, Cresswell T, Clark D.","Shoulder Elbow. 2020 Apr;12(2):109-113. doi: 10.1177/1758573219831691. Epub 2019 Feb 27.","Borton Z","Shoulder Elbow","2020","2020/04/22","PMC7153207","","10.1177/1758573219831691"
"30949330","Calcified gallbladder cancer: is it preventable?","Thakrar R, Monib S, Pakdemirli E, Thomson S.","J Surg Case Rep. 2019 Mar 22;2019(3):rjz069. doi: 10.1093/jscr/rjz069. eCollection 2019 Mar.","Thakrar R","J Surg Case Rep","2019","2019/04/06","PMC6439505","","10.1093/jscr/rjz069"
"30923423","Has the Scottish Managed Clinical Network for Sarcoma influenced the survival outcomes for primary malignant bone tumours?","MacDonald F, Gupta S.","J Orthop. 2019 Mar 7;16(3):254-259. doi: 10.1016/j.jor.2019.02.027. eCollection 2019 May-Jun.","MacDonald F","J Orthop","2019","2019/03/30","PMC6423303","","10.1016/j.jor.2019.02.027"
"33178913","The challenge of clinical adoption-the insurmountable obstacle that will stop machine learning?","Taylor J, Fenner J.","BJR Open. 2018 Nov 23;1(1):20180017. doi: 10.1259/bjro.20180017. eCollection 2019.","Taylor J","BJR Open","2018","2020/11/12","PMC7592408","","10.1259/bjro.20180017"
"31468869","An intervention to improve retention in emergency nursing","Dawood M, Gamston J.","Emerg Nurse. 2019 Jan 29. doi: 10.7748/en.2019.e1840. Online ahead of print.","Dawood M","Emerg Nurse","2019","2019/08/31","","","10.7748/en.2019.e1840"
"31468802","An intervention to improve retention in emergency nursing","Dawood M, Gamston J.","Emerg Nurse. 2019 Mar 4;27(2):21-25. doi: 10.7748/en.2019.e1840.","Dawood M","Emerg Nurse","2019","2019/08/31","","","10.7748/en.2019.e1840"
"31297400","Implementation of a neighbourhood care model in a Scottish integrated context-views from patients","Leask CF, Gilmartin A.","AIMS Public Health. 2019 Apr 17;6(2):143-153. doi: 10.3934/publichealth.2019.2.143. eCollection 2019.","Leask CF","AIMS Public Health","2019","2019/07/13","PMC6606529","","10.3934/publichealth.2019.2.143"
"30746846","Breaking good news: a Foundation year doctor's perspective","Trethewey SP.","Clin Teach. 2020 Apr;17(2):205-206. doi: 10.1111/tct.13006. Epub 2019 Feb 11.","Trethewey SP","Clin Teach","2020","2019/02/13","","","10.1111/tct.13006"
"30623585","Translation of national guidelines into local practice","Warnakulasuriya SR, Harvey R, McNarry AF.","Clin Teach. 2019 Dec;16(6):604-609. doi: 10.1111/tct.12995. Epub 2019 Jan 8.","Warnakulasuriya SR","Clin Teach","2019","2019/01/10","","","10.1111/tct.12995"
"30800426","Case series of infertility amongst young women with perinatally acquired HIV: data from a London cohort","Teh J, Pasvol T, Ayres S, Foster C, Fidler S.","J Virus Erad. 2019 Jan 1;5(1):44-46.","Teh J","J Virus Erad","2019","2019/02/26","PMC6362900","",""
"32026215","Viabahn stent graft in the management of a grade 3 coronary perforation","von Stempel C, Fayed H, Goode JA, Kalra S, Patel N.","CVIR Endovasc. 2019 Jan 17;2(1):6. doi: 10.1186/s42155-019-0050-8.","von Stempel C","CVIR Endovasc","2019","2020/02/07","PMC6966378","","10.1186/s42155-019-0050-8"
"30688859","Does Routine Postoperative Computerized Tomography After Acetabular Fracture Fixation Affect Management?","Elnahal WA, Ward AJ, Acharya MR, Chesser TJS.","J Orthop Trauma. 2019 Feb;33 Suppl 2:S43-S48. doi: 10.1097/BOT.0000000000001405.","Elnahal WA","J Orthop Trauma","2019","2019/01/29","","","10.1097/BOT.0000000000001405"
"30860920","Never events: on their 10th anniversary, do we need a new name?","Harrop-Griffiths W.","Br J Hosp Med (Lond). 2019 Mar 2;80(3):124-125. doi: 10.12968/hmed.2019.80.3.124.","Harrop-Griffiths W","Br J Hosp Med (Lond)","2019","2019/03/13","","","10.12968/hmed.2019.80.3.124"
"30425078","Assessing cardiovascular risk in aviation: if only we had a crystal ball!","Rajappan K.","Heart. 2019 Jan;105(Suppl 1):s1. doi: 10.1136/heartjnl-2018-314287.","Rajappan K","Heart","2019","2018/11/15","PMC6256294","","10.1136/heartjnl-2018-314287"
"31259274","Improving the accuracy of digital templating: achieving success through stakeholder management","Parwaiz H, Aliaga Crespo B, Filer J, Thorpe A, Seatter R, Faulkner DS, Sandhu H.","BMJ Open Qual. 2019 Jun 12;8(2):e000378. doi: 10.1136/bmjoq-2018-000378. eCollection 2019.","Parwaiz H","BMJ Open Qual","2019","2019/07/02","PMC6567937","","10.1136/bmjoq-2018-000378"
"30552547","Primary Banded Sleeve Gastrectomy: a Systematic Review","Parmar CD, Efeotor O, Ali A, Sufi P, Mahawar KK.","Obes Surg. 2019 Feb;29(2):698-704. doi: 10.1007/s11695-018-03626-1.","Parmar CD","Obes Surg","2019","2018/12/16","","","10.1007/s11695-018-03626-1"
"31468752","An exploration of NHS clinical staff perceptions of changes to clinical products and their procurement","Donohoe C.","Nurs Manag (Harrow). 2019 Jan 28;26(1):26-33. doi: 10.7748/nm.2019.e1746.","Donohoe C","Nurs Manag (Harrow)","2019","2019/08/31","","","10.7748/nm.2019.e1746"
"31363550","Improving the diagnosis and management of urinary tract infections at Surrey and Sussex NHS Trust","Quraishi S.","Future Healthc J. 2019 Mar;6(Suppl 1):25. doi: 10.7861/futurehosp.6-1-s25.","Quraishi S","Future Healthc J","2019","2019/08/01","PMC6616775","","10.7861/futurehosp.6-1-s25"
"30796925","External Dacryocystorhinostomy in Patients with Systemic Sarcoidosis","Stewart CM, Rose GE.","Ophthalmology. 2019 Aug;126(8):1200-1202. doi: 10.1016/j.ophtha.2019.02.017. Epub 2019 Feb 21.","Stewart CM","Ophthalmology","2019","2019/02/24","","","10.1016/j.ophtha.2019.02.017"
